id,is_ai,generator,category,score
ai_art_qwen_2512_art_08.png,true,Qwen 2512,art,0.995055079460144
ai_art_flux_2_flex_art_03.png,true,Flux,art,0.8851306438446045
ai_art_seedream_v3_art_07.png,true,Seedream,art,0.02518031746149063
ai_art_seedream_v3_art_06.png,true,Seedream,art,0.014519795775413513
ai_art_flux_2_flex_art_02.png,true,Flux,art,0.12965427339076996
ai_art_glm_image_art_01.png,true,GLM Image,art,4.981642996426672e-05
ai_art_qwen_2512_art_09.png,true,Qwen 2512,art,0.003448870964348316
ai_art_wan_v2.6_art_09.png,true,Wan v2.6,art,1.6170019989658613e-06
ai_art_flux_schnell_art_08.png,true,Flux Schnell,art,0.002736995229497552
ai_art_glm_image_art_03.png,true,GLM Image,art,0.002998562529683113
ai_art_seedream_v3_art_10.png,true,Seedream,art,8.509115104970988e-06
ai_art_seedream_v3_art_04.png,true,Seedream,art,0.00010304668103344738
ai_art_seedream_v3_art_05.png,true,Seedream,art,2.946170070572407e-06
ai_art_flux_2_flex_art_01.png,true,Flux,art,0.19177572429180145
ai_art_glm_image_art_02.png,true,GLM Image,art,0.9941707253456116
ai_art_flux_schnell_art_09.png,true,Flux Schnell,art,1.5251439435814973e-06
ai_art_wan_v2.6_art_08.png,true,Wan v2.6,art,0.0001076113258022815
ai_art_z_image_art_09.png,true,Z,art,1.071197061719431e-06
ai_art_glm_image_art_06.png,true,GLM Image,art,0.943867564201355
ai_art_flux_2_flex_art_05.png,true,Flux,art,5.521314392353815e-07
ai_art_seedream_v3_art_01.png,true,Seedream,art,2.883896195271518e-05
ai_art_flux_2_flex_art_10.png,true,Flux,art,0.9999797344207764
ai_art_flux_2_flex_art_04.png,true,Flux,art,0.006973364390432835
ai_art_glm_image_art_07.png,true,GLM Image,art,0.9485699534416199
ai_art_z_image_art_08.png,true,Z,art,0.023780636489391327
ai_art_glm_image_art_05.png,true,GLM Image,art,2.293193972491281e-07
ai_art_flux_2_flex_art_06.png,true,Flux,art,0.13812412321567535
ai_art_seedream_v3_art_02.png,true,Seedream,art,0.04337180405855179
ai_art_seedream_v3_art_03.png,true,Seedream,art,2.801548362185713e-05
ai_art_flux_2_flex_art_07.png,true,Flux,art,0.9971725344657898
ai_art_glm_image_art_10.png,true,GLM Image,art,0.009271678514778614
ai_art_glm_image_art_04.png,true,GLM Image,art,0.007298192009329796
ai_art_hunyuan_v3_art_07.png,true,Hunyuan v3,art,1.1126774552394636e-05
ai_art_ideogram_v3_art_04.png,true,Ideogram v3,art,2.6693747713579796e-05
ai_art_ideogram_v3_art_10.png,true,Ideogram v3,art,0.3374083936214447
ai_art_sd_3.5_large_art_08.png,true,Sd,art,2.507321914890781e-05
ai_art_seedream_v4_art_03.png,true,Seedream,art,1.8971577446791343e-06
ai_art_leonardo_phoenix_art_06.png,true,Leonardo Phoenix,art,0.0030759458895772696
ai_art_leonardo_phoenix_art_07.png,true,Leonardo Phoenix,art,0.3243235945701599
ai_art_grok_aurora_art_01.png,true,Grok Aurora,art,0.3533007502555847
ai_art_seedream_v4_art_02.png,true,Seedream,art,7.156197625590721e-06
ai_art_sd_3.5_large_art_09.png,true,Sd,art,1.0701494375098264e-06
ai_art_ideogram_v3_art_05.png,true,Ideogram v3,art,0.006650950759649277
