id,is_ai,generator,category,score
ai_art_qwen_2512_art_08.png,true,Qwen 2512,art,0.9999836683273315
ai_art_flux_2_flex_art_03.png,true,Flux,art,0.999994158744812
ai_art_seedream_v3_art_07.png,true,Seedream,art,0.9997383952140808
ai_art_seedream_v3_art_06.png,true,Seedream,art,0.9999885559082031
ai_art_flux_2_flex_art_02.png,true,Flux,art,0.9998548030853271
ai_art_glm_image_art_01.png,true,GLM Image,art,0.10816401988267899
ai_art_qwen_2512_art_09.png,true,Qwen 2512,art,0.992218017578125
ai_art_wan_v2.6_art_09.png,true,Wan v2.6,art,0.0003307850274723023
ai_art_flux_schnell_art_08.png,true,Flux Schnell,art,0.9984021782875061
ai_art_glm_image_art_03.png,true,GLM Image,art,0.9911342263221741
ai_art_seedream_v3_art_10.png,true,Seedream,art,0.004659435711801052
ai_art_seedream_v3_art_04.png,true,Seedream,art,0.0381753146648407
ai_art_seedream_v3_art_05.png,true,Seedream,art,8.022773545235395e-05
ai_art_flux_2_flex_art_01.png,true,Flux,art,0.9999493360519409
ai_art_glm_image_art_02.png,true,GLM Image,art,0.9999946355819702
ai_art_flux_schnell_art_09.png,true,Flux Schnell,art,0.0005862033576704562
ai_art_wan_v2.6_art_08.png,true,Wan v2.6,art,0.8164136409759521
ai_art_z_image_art_09.png,true,Z,art,0.010578116402029991
ai_art_glm_image_art_06.png,true,GLM Image,art,0.9999954700469971
ai_art_flux_2_flex_art_05.png,true,Flux,art,1.7253621990676038e-05
ai_art_seedream_v3_art_01.png,true,Seedream,art,0.06810640543699265
ai_art_flux_2_flex_art_10.png,true,Flux,art,0.9999978542327881
ai_art_flux_2_flex_art_04.png,true,Flux,art,0.5025261044502258
ai_art_glm_image_art_07.png,true,GLM Image,art,0.99998939037323
ai_art_z_image_art_08.png,true,Z,art,0.9997251629829407
ai_art_glm_image_art_05.png,true,GLM Image,art,4.511759470915422e-06
ai_art_flux_2_flex_art_06.png,true,Flux,art,0.9999971389770508
ai_art_seedream_v3_art_02.png,true,Seedream,art,0.9999462366104126
ai_art_seedream_v3_art_03.png,true,Seedream,art,0.002714236732572317
ai_art_flux_2_flex_art_07.png,true,Flux,art,0.9999842643737793
ai_art_glm_image_art_10.png,true,GLM Image,art,0.9968664050102234
ai_art_glm_image_art_04.png,true,GLM Image,art,0.999842643737793
ai_art_hunyuan_v3_art_07.png,true,Hunyuan v3,art,0.001599351642653346
ai_art_ideogram_v3_art_04.png,true,Ideogram v3,art,5.3261712309904397e-05
ai_art_ideogram_v3_art_10.png,true,Ideogram v3,art,0.8145884275436401
