id,is_ai,generator,category,score
ai_art_qwen_2512_art_08.png,true,Qwen 2512,art,0.9999985694885254
ai_art_flux_2_flex_art_03.png,true,Flux,art,0.9999560117721558
ai_art_seedream_v3_art_07.png,true,Seedream,art,0.9999533891677856
ai_art_seedream_v3_art_06.png,true,Seedream,art,0.9999651908874512
ai_art_flux_2_flex_art_02.png,true,Flux,art,0.991409957408905
ai_art_glm_image_art_01.png,true,GLM Image,art,0.2066585123538971
ai_art_qwen_2512_art_09.png,true,Qwen 2512,art,0.9999904632568359
ai_art_wan_v2.6_art_09.png,true,Wan v2.6,art,0.07232849299907684
ai_art_flux_schnell_art_08.png,true,Flux Schnell,art,0.9999223947525024
ai_art_glm_image_art_03.png,true,GLM Image,art,0.9999774694442749
ai_art_seedream_v3_art_10.png,true,Seedream,art,0.06560453772544861
ai_art_seedream_v3_art_04.png,true,Seedream,art,0.00966703426092863
ai_art_seedream_v3_art_05.png,true,Seedream,art,0.00022729072952643037
ai_art_flux_2_flex_art_01.png,true,Flux,art,0.9996379613876343
ai_art_glm_image_art_02.png,true,GLM Image,art,0.9999942779541016
ai_art_flux_schnell_art_09.png,true,Flux Schnell,art,0.9995102882385254
ai_art_wan_v2.6_art_08.png,true,Wan v2.6,art,0.9998394250869751
ai_art_z_image_art_09.png,true,Z,art,0.8846050500869751
ai_art_glm_image_art_06.png,true,GLM Image,art,0.9999971389770508
ai_art_flux_2_flex_art_05.png,true,Flux,art,0.8197371363639832
ai_art_seedream_v3_art_01.png,true,Seedream,art,0.23206791281700134
ai_art_flux_2_flex_art_10.png,true,Flux,art,0.9999978542327881
ai_art_flux_2_flex_art_04.png,true,Flux,art,0.8831992745399475
ai_art_glm_image_art_07.png,true,GLM Image,art,0.9999988079071045
ai_art_z_image_art_08.png,true,Z,art,0.9999679327011108
ai_art_glm_image_art_05.png,true,GLM Image,art,0.00014162658771965653
ai_art_flux_2_flex_art_06.png,true,Flux,art,0.9999964237213135
ai_art_seedream_v3_art_02.png,true,Seedream,art,0.9986585378646851
ai_art_seedream_v3_art_03.png,true,Seedream,art,0.0004182867705821991
ai_art_flux_2_flex_art_07.png,true,Flux,art,0.9999985694885254
ai_art_glm_image_art_10.png,true,GLM Image,art,0.9991207718849182
ai_art_glm_image_art_04.png,true,GLM Image,art,0.9993785619735718
ai_art_hunyuan_v3_art_07.png,true,Hunyuan v3,art,0.7347263097763062
ai_art_ideogram_v3_art_04.png,true,Ideogram v3,art,0.005780736915767193
ai_art_ideogram_v3_art_10.png,true,Ideogram v3,art,0.9748801589012146
ai_art_sd_3.5_large_art_08.png,true,Sd,art,0.999981164932251
ai_art_seedream_v4_art_03.png,true,Seedream,art,0.0003042931202799082
ai_art_leonardo_phoenix_art_06.png,true,Leonardo Phoenix,art,0.9984596967697144
ai_art_leonardo_phoenix_art_07.png,true,Leonardo Phoenix,art,0.9999042749404907
ai_art_grok_aurora_art_01.png,true,Grok Aurora,art,0.9989575147628784
ai_art_seedream_v4_art_02.png,true,Seedream,art,0.0011168400524184108
ai_art_sd_3.5_large_art_09.png,true,Sd,art,0.00931673962622881
ai_art_ideogram_v3_art_05.png,true,Ideogram v3,art,0.9994537234306335
ai_art_hunyuan_v3_art_06.png,true,Hunyuan v3,art,0.9948738217353821
ai_art_hunyuan_v3_art_04.png,true,Hunyuan v3,art,0.25647974014282227
ai_art_hunyuan_v3_art_10.png,true,Hunyuan v3,art,0.937292754650116
ai_art_recraft_v3_art_09.png,true,Recraft v3,art,0.999666690826416
ai_art_ideogram_v3_art_07.png,true,Ideogram v3,art,0.11877939850091934
ai_art_grok_aurora_art_03.png,true,Grok Aurora,art,0.9997747540473938
