id,is_ai,generator,category,score
ai_art_qwen_2512_art_08.png,true,Qwen 2512,art,0.6437801718711853
ai_art_flux_2_flex_art_03.png,true,Flux,art,0.9645360708236694
ai_art_seedream_v3_art_07.png,true,Seedream,art,0.8710492253303528
ai_art_seedream_v3_art_06.png,true,Seedream,art,0.8731688261032104
ai_art_flux_2_flex_art_02.png,true,Flux,art,0.4048954248428345
ai_art_glm_image_art_01.png,true,GLM Image,art,0.052975721657276154
ai_art_qwen_2512_art_09.png,true,Qwen 2512,art,0.015462522394955158
ai_art_wan_v2.6_art_09.png,true,Wan v2.6,art,5.139234417583793e-06
ai_art_flux_schnell_art_08.png,true,Flux Schnell,art,0.025811607018113136
ai_art_glm_image_art_03.png,true,GLM Image,art,0.2954665422439575
ai_art_seedream_v3_art_10.png,true,Seedream,art,0.0017993826186284423
ai_art_seedream_v3_art_04.png,true,Seedream,art,0.023921240121126175
ai_art_seedream_v3_art_05.png,true,Seedream,art,9.374070941703394e-06
ai_art_flux_2_flex_art_01.png,true,Flux,art,0.9933231472969055
ai_art_glm_image_art_02.png,true,GLM Image,art,0.9997887015342712
ai_art_flux_schnell_art_09.png,true,Flux Schnell,art,4.641435225494206e-06
ai_art_wan_v2.6_art_08.png,true,Wan v2.6,art,0.003356584580615163
ai_art_z_image_art_09.png,true,Z,art,0.483573853969574
ai_art_glm_image_art_06.png,true,GLM Image,art,0.999742329120636
ai_art_flux_2_flex_art_05.png,true,Flux,art,1.3344093758860254e-06
ai_art_seedream_v3_art_01.png,true,Seedream,art,0.0015219352208077908
ai_art_flux_2_flex_art_10.png,true,Flux,art,0.9999897480010986
ai_art_flux_2_flex_art_04.png,true,Flux,art,0.020203886553645134
ai_art_glm_image_art_07.png,true,GLM Image,art,0.9469861388206482
ai_art_z_image_art_08.png,true,Z,art,0.7924978733062744
ai_art_glm_image_art_05.png,true,GLM Image,art,5.851486548635876e-07
ai_art_flux_2_flex_art_06.png,true,Flux,art,0.6307463645935059
ai_art_seedream_v3_art_02.png,true,Seedream,art,0.9995716214179993
ai_art_seedream_v3_art_03.png,true,Seedream,art,0.0005804274114780128
ai_art_flux_2_flex_art_07.png,true,Flux,art,0.9313167929649353
ai_art_glm_image_art_10.png,true,GLM Image,art,0.8322989344596863
ai_art_glm_image_art_04.png,true,GLM Image,art,0.9935944676399231
ai_art_hunyuan_v3_art_07.png,true,Hunyuan v3,art,4.608760355040431e-05
ai_art_ideogram_v3_art_04.png,true,Ideogram v3,art,5.279043398331851e-05
ai_art_ideogram_v3_art_10.png,true,Ideogram v3,art,0.0519338957965374
ai_art_sd_3.5_large_art_08.png,true,Sd,art,0.9927184581756592
ai_art_seedream_v4_art_03.png,true,Seedream,art,7.169503078330308e-05
ai_art_leonardo_phoenix_art_06.png,true,Leonardo Phoenix,art,0.9195783734321594
ai_art_leonardo_phoenix_art_07.png,true,Leonardo Phoenix,art,0.9912580847740173
ai_art_grok_aurora_art_01.png,true,Grok Aurora,art,0.9617205858230591
ai_art_seedream_v4_art_02.png,true,Seedream,art,0.0001705256145214662
ai_art_sd_3.5_large_art_09.png,true,Sd,art,4.330702358856797e-05
ai_art_ideogram_v3_art_05.png,true,Ideogram v3,art,0.6012763381004333
ai_art_hunyuan_v3_art_06.png,true,Hunyuan v3,art,0.8618866205215454
ai_art_hunyuan_v3_art_04.png,true,Hunyuan v3,art,0.8454561233520508
ai_art_hunyuan_v3_art_10.png,true,Hunyuan v3,art,0.013966514728963375
ai_art_recraft_v3_art_09.png,true,Recraft v3,art,0.07104267179965973
ai_art_ideogram_v3_art_07.png,true,Ideogram v3,art,2.5403362087672576e-05
ai_art_grok_aurora_art_03.png,true,Grok Aurora,art,0.8931174278259277
ai_art_leonardo_phoenix_art_05.png,true,Leonardo Phoenix,art,0.9859921336174011
ai_art_leonardo_phoenix_art_10.png,true,Leonardo Phoenix,art,0.9999679327011108
ai_art_leonardo_phoenix_art_04.png,true,Leonardo Phoenix,art,0.9997503161430359
ai_art_grok_aurora_art_02.png,true,Grok Aurora,art,0.18599970638751984
ai_art_seedream_v4_art_01.png,true,Seedream,art,0.07466359436511993
ai_art_ideogram_v3_art_06.png,true,Ideogram v3,art,0.16918730735778809
ai_art_recraft_v3_art_08.png,true,Recraft v3,art,3.085779826506041e-05
ai_art_hunyuan_v3_art_05.png,true,Hunyuan v3,art,1.4749542970093898e-05
ai_art_hunyuan_v3_art_01.png,true,Hunyuan v3,art,0.001410951605066657
ai_art_ideogram_v3_art_02.png,true,Ideogram v3,art,0.0002714264555834234
ai_art_flux_pro_v1.1_art_09.png,true,Flux Pro v1.1,art,0.0010631927289068699
ai_art_seedream_v4_art_05.png,true,Seedream,art,4.968971552443691e-06
ai_art_grok_aurora_art_06.png,true,Grok Aurora,art,0.9783326983451843
ai_art_grok_aurora_art_07.png,true,Grok Aurora,art,0.0013271112693473697
ai_art_leonardo_phoenix_art_01.png,true,Leonardo Phoenix,art,0.030932167544960976
ai_art_seedream_v4_art_04.png,true,Seedream,art,0.0004114652401767671
ai_art_seedream_v4_art_10.png,true,Seedream,art,0.0034415479749441147
ai_art_flux_pro_v1.1_art_08.png,true,Flux Pro v1.1,art,0.8115284442901611
ai_art_ideogram_v3_art_03.png,true,Ideogram v3,art,0.0009720274829305708
ai_art_hunyuan_v3_art_02.png,true,Hunyuan v3,art,0.00540216313675046
ai_art_gpt_image_1.5_art_08.png,true,Gpt,art,0.23391695320606232
ai_art_ideogram_v3_art_01.png,true,Ideogram v3,art,0.1487986147403717
ai_art_gemini_3_pro_art_09.png,true,Gemini 3 Pro,art,2.1215193555690348e-05
ai_art_seedream_v4_art_06.png,true,Seedream,art,0.5137676000595093
ai_art_leonardo_phoenix_art_03.png,true,Leonardo Phoenix,art,0.9997056126594543
ai_art_grok_aurora_art_05.png,true,Grok Aurora,art,0.0010283750016242266
ai_art_grok_aurora_art_10.png,true,Grok Aurora,art,0.0001314754772465676
ai_art_grok_aurora_art_04.png,true,Grok Aurora,art,0.40902140736579895
